it works exactly like it did the day i took it out of the box.,works,1
however[comma] the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).,tracking area,1
not to mention sometimes the whole charger unit will decide not to work entirely.,charger unit,-1
my real problem with it? the statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life,-1
_the motherboard is dead !,motherboard,-1
"the tech guy then said the service center does not do 1-to-1 exchange and i have to direct my concern to the ""sales"" team[comma] which is the retail shop which i bought my netbook from.",sales team,-1
in addition[comma] all the design tools on pages and keynotes makes it much easier to create professional looking documents and presentations.,keynotes,1
i have found also[comma] it is very easy to be able to access wireless internet access;,wireless internet access,1
with a mac computer i have more free time as i don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,-1
first of all[comma] they had no record of me having the 3 year warranty i'd paid almost $400 for[comma] and i had to call in[comma] spend hours on their online chat service[comma] and fax in multiple documents.,3 year warranty,-1
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,iphoto,1
the ati graphics card is a huge plus[comma] definitely a good value if you need to be able to run some slightly older games that a intel built-in card would have trouble with[comma] such as half-life 2 or even world of warcraft.,intel built-in card,1
i looked around and based off my price/features comparison from a brand i trusted i landed here.,features,0
_ they replaced my hard drive as well as my mother board.,hard drive,0
my husband uses it mostly for games[comma] email and music.,games,0
i dual boot with linux and that other security-prone os and it performs flawlessly.,security-prone os,0
comes with imovie;,imovie,1
i took it in to the apple store and guess what? they fixed it[comma] no cost out of pocket.,cost,-1
_ the casing of the power cord fried and shocked my husband when he pulled it out of the socket.,casing of the power cord,-1
but sitting on a lap or on a desk in front of you it looks more than big enough (this could be because im used to my lenovo 10 tablet now) plus this is a great size if i want to unplug the external keyboard[comma] mouse[comma] and monitor to take it with me when i take photos and video.,size,1
a mac is very easy to use and it simply makes sense.,use,1
only thing i would want to add to this is an internal bluray read/write drive.,bluray read/write drive,-1
"i have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",signals,1
the screen is very large and crystal clear with amazing colors and resolution.,colors,1
i don't understand why only windows 7 starter is included.,windows 7 starter,-1
a great computer for light home use and business use.,home use,1
the battery life is probably an hour at best.,battery life,-1
it has plenty of memory[comma] lots of hard drive[comma] and great graphics.,graphics,1
the track pad to me is what really stands out though[comma] you can do several different things with it just depending on how many fingers you use on the track pad[comma] awesome thinking apple!,track pad,1
the feel of this is better than the toshiba[comma] too.,feel,1
you can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,surfing the web,1
i bought it for my mom and she reports that the battery life lasts all day for her[comma] it's very lightweight[comma] and the response for the computing she's doing (internet focused activity: mail[comma] research[comma] etc.) is excellent;,internet focused activity,0
while most people say that pcs hold functionality and value and macs are just pretty to look at[comma] i think there's something to be said about the simplicity of macs.,look,1
the machine is slow to boot up and occasionally crashes completely.,boot up,-1
i run dreamweaver[comma] final cut pro 7[comma] photoshop[comma] safari[comma] firefox[comma] msn messenger and a few other applications constantly at the same time.,dreamweaver,0
its white color is stylish for college students and easy to take to carry and take to classes.,color,1
there is hardly any memory on the computer's hard drive.,memory,-1
yes[comma] they cost more[comma] but they more than make up for it in speed[comma] construction quality[comma] and longevity.,longevity,1
lightweight and the screen is beautiful!,screen,1
very fast boot up and shut down.,boot up,1
it's now all commodity hardware.,commodity hardware,0
everything is so easy to use[comma] mac software is just so much simpler than microsoft software.,microsoft software,-1
the only thing i wish is the 15 inch macbook pro has much better speakers on the side of the keyboard.,speakers,-1
of course[comma] i inspected the other netbooks and clearly their hinges are tighter and i even demonstrate the difference between my netbook and others.,hinges,-1
for the price and what i get out of it has exceeded my expectations.,price,1
it has a faster processor and more ram.,ram,1
yes[comma] they cost more[comma] but they more than make up for it in speed[comma] construction quality[comma] and longevity.,speed,1
"no[comma] tey don't even support their own bios and it ""could be a problem with the bios"" how can a company that makes a fairly decent product get away with such insanity??!!",bios,-1
of course my warranty runs out next month.,warranty,0
"i also got the added bonus of a 30"" hd monitor[comma] which really helps to extend my screen and keep my eyes fresh!","30"" hd monitor",1
info: windows failed to load because the kernal is missing[comma] or corrupt.,windows,-1
_ i could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,online chat,0
but sadly the replacement froze-up while updating the bios again and shut down and would not turn back on.,bios,-1
_ but i needed a laptop for school use.,school use,0
the so called laptop runs to slow and i hate it!,runs,-1
ever since i bought this laptop[comma] so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines.,toshiba customer services,-1
i think the manual is somewhere on the hard drive[comma] but i rather have a hard copy.,hard drive,0
_ i was also able to install and use my photoshop and aftereffects programs easily.,aftereffects programs,1
it is loaded with programs that is of no good for the average user[comma] that makes it run way to slow.,run,-1
i love the solid machined aluminum frame[comma] and the keyboard is the best of any laptop i've used.,machined aluminum frame,1
most everything is fine with this machine: speed[comma] capacity[comma] build.,build,1
-4 ram slots[comma] 2 hdd bays*[comma] 16gb ram support -no wireless issues[comma] at least for me.,hdd bays,0
the capabilities using that program alone made me want a mac.,program,1
yes[comma] i thought the expese was a little much[comma] but i now realize you get what you pay for.,expese,-1
it is easy to use[comma] its keyboard easily accommodates large hands[comma] and its weight is fantasic.,weight,1
then[comma] one month after the warranty expired[comma] the replacement charger went.,warranty,0
pretty much everything else about the computer is good it just stops working out of no were.,working,-1
the screen shows great colors.,screen,1
they had to replace the motherboard in april,motherboard,-1
its a good laptop for its value.,value,1
after replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,0
_ i considered i may have too much on the computer[comma] but after looking[comma] there was plenty of space and that is not the issue.,space,1
i also enjoy the fact that my macbook pro laptop allows me to run windows 7 on it by using the vmware program.,windows 7,1
pc users use the powerpoint program for slide-show presentation and mac users utilize keynote.,keynote,0
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,return policy,-1
overall i feel this netbook was poor quality[comma] had poor performance[comma] although it did have great battery life when it did work.,performance,-1
i have never really been big on downloading anything so i wasn't too worried about getting a virus[comma] plus i thought i was protected by norton.,norton,-1
the people there just changed for me on the spot and i got a new arm piece and they didn't even request for a receipt.,arm piece,1
quality display  i was surprised with the performance and quality of this hp laptop.,quality display,1
iphotos is an excellent program for storing and organizing photos.,iphotos,1
product support very poor as each phone call costs me long distan,product support,-1
10 hours of battery life is really something else....,battery life,1
i can have both osx and windows xp running at the same time!,windows xp,1
vista is a nightmare.,vista,-1
strengths:well-shaped weaknesses:a bad videocard!,shaped,1
externally the keys on my keyboard are falling off[comma] after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit[comma] and the screen has a terrible glare.,keys,-1
somehow the system clock got messed up after reboot.,system clock,-1
keys are all in weird places and is way too large for the way it is designed.,keys,-1
i also like that you can scroll down in a window using two fingers on the trackpad.,trackpad,1
the battery life also doesn't keep up with the claim but still i think macbook is much ahead from the rest of the pack.,battery life,-1
features like the font are very block-like and old school.,features,-1
i wiped nearly everything off of it[comma] installed openoffice and firefox[comma] and i am operating an incredibly efficient and useful machine for a great price.,firefox,0
screen is crystal clear and the system is very responsive.,system,1
screen is crystal clear and the system is very responsive.,screen,1
the only bad thing about it is they give you the worst batteries possible.,batteries,-1
so i called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all[comma] i just chose to hide the message.,customer support,1
the sheer power and flexibility makes the macbook pro a must have for any techie!,flexibility,1
to be honest i think it was faulty equipment or something but idk.,equipment,-1
i hate the display screen and i have done everything i could do the change it.,display screen,-1
it didn't take me long to get switched over to the mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,1
_ i have tried to charge on different batteries with no luck.,batteries,-1
i got it back and my built-in webcam and built-in mic were shorting out anytime i touched the lid[comma] (mind you this was my means of communication with my fiance who was deployed) but i suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.,cam,-1
seems to slow down occassionally but can run many applications (ie internet tabs[comma] programs[comma] etc) simultaneously.,programs,0
it might be something deep within windows[comma] for i was unable to create a disk image on my hard drive.,windows,-1
some features arent friendly ( volume wheel[comma] sound quality[comma] etc.,sound quality,-1
_ there's literally no way to make it sing with vista.,vista,-1
windows vista makes this computer almost unusable for online service.,online service,-1
however[comma] my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the lcd).,hinge,-1
i purchased this netbook after my original toshiba laptop crashed right after the warranty expired.,warranty,-1
cosmetically[comma] the only thing they changed was 2 of the function keys at the top.,function keys,0
the battery life was shorter than expected.,battery life,-1
hp is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,-1
the processor a amd semprom at 2.1 ghz is a bummer it does not have the power for hd or heavy computing.,computing,-1
but with a way bigger screen[comma] and is able to connect to an hdmi.,screen,1
overall : poor[comma] features: average[comma] performance: poor[comma] battery life: excellent[comma] price-value: poor,performance,-1
the screen is a little glary[comma] and i hated the clicking buttons[comma] but i got used to them.,clicking buttons,-1
_one night i turned the freaking thing off after using it[comma] the next day i turn it on[comma] no gui[comma] screen all dark[comma] power light steady[comma] hard drive light steady and not flashing as it usually does.,screen,-1
_ it is easy to use[comma] fast and has great graphics for the money.,graphics,1
the screen is bright and vivid and the keyboard is very easy to use[comma] very important for use quick typers.,screen,1
this computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,-1
lots of extra space but the keyboard is ridiculously small.,keyboard,-1
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,-1
a second problem involves the battery which is advertised as having a storage life of 11 hours but when fully charged shows only 7 hours of service.,battery,-1
after 2 months of complaints[comma] asus finally sent the right power supply to my techies.,techies,0
clear picture on it and everything.,picture,1
it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have ddr5 instead of ddr3.,system memory,-1
i did think it had a camera because that was one of my requirements[comma] but forgot to check in the specifications on this one before i purchased.,camera,0
i bought it for my mom and she reports that the battery life lasts all day for her[comma] it's very lightweight[comma] and the response for the computing she's doing (internet focused activity: mail[comma] research[comma] etc.) is excellent;,battery life,1
"laptop is advertised as a 15"" but the casing looks like that of a 17"".","15""",0
1.you can not change your desktop background (window's 7 starter does not support that function).,desktop background,-1
the processor is very quick and effective as i load webpages and applications.,processor,1
for the same price[comma] you get a lot more in the asus....1920x1080 res.,price,-1
best buy - 5 stars + + + (sales[comma] service[comma] respect for old men who aren't familiar with the technology) dell computers - 3 stars dell support - owes a me a couple,service,1
asus facial recognition doesn't work and windows logon isn't either.,facial recognition,-1
the unibody construction is solid[comma] sleek and beautiful.,unibody construction,1
for me i was lucky and a local store was selling them for $2000 off and best buy matched their price so i was able to buy one for under $1000,price,1
the screen is gorgeous - yummy good.,screen,1
"a cheaper price should not equal a ""cheap"" product.",price,1
you can find many laptops with the same performance and even better with lower price[comma] but you cannot find the look[comma] easy[comma] applications[comma] and the experience in mac.,performance,0
i use iphoto all the time[comma] which is a great program for anyone who is into photography - amateurs and experts alike.,program,1
i wish iwork or ms office came with the mac[comma] but ms office doesn't even come with most pc laptops.,ms office,-1
also it is very good for college students who just need a reliable[comma] easy to use computer.,use,1
startup in about 30 seconds[comma] shutdown in 2-4 seconds[comma] resume from sleep in 0-2 seconds.,startup,0
"in early may i got it back and this time i only had it back for 1 day before it had a new issue so it was sent back in for the 6th time they ""expedited"" the repairs so i was only supposed to have to be without it for 3 days and it was supposed to be fixed[comma] by a ""senior tech"".",senior tech,-1
"i previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (if i am not mistaken) and it had major heating issues.",aluminum style,1
after numerous attempts of trying (including setting the clock in bios setup directly)[comma] i gave up(i am a techie).,clock in bios setup,-1
we also use paralles so we can run virtual machines of windows xp professional[comma] windows 7 home premium[comma] windows server enterprise 2003[comma] and windows server 2008 enterprise.,windows xp professional,0
good keyboard[comma] long battery life[comma] largest hard drive and windows 7.,keyboard,1
also[comma] one of the users mentioned how the edges on the macbook is sharp[comma] if you have money to spend on one of the incase shells[comma] it doesn't seem to be a problem.,incase shells,1
which is great i am running vista business and scored a 5.x on the index i have never seen a windows machine have a total score in the 5's.,vista business,1
it was secure and easy to navigate.,navigate,1
the resolution is even higher then any other laptop on the market.,resolution,1
it has a 10 hour battery life when you're doing web browsing and word editing[comma] making it perfect for the classroom or office[comma] and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.,word editing,0
delivery was early too.,delivery,1
there are so many wonderful features and benefits to the new macbook!,features,1
the machine has a bluray player the book has no mention of it or how to connect it to your hdtv.,book,-1
i use the computer to basically check emails[comma] surf the web[comma] print coupons and for my college papers.,surf the web,0
it was heavy[comma]bulky[comma] and hard to carry because of the size.,size,-1
even so[comma] i like playing online games[comma] so it was wonderful that there is a feature where i can dualboot windows.,feature,1
"i have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.",edges,-1
i love the size[comma] keyboard[comma] the functions.,size,1
my only issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,resolution,-1
the laptop is relatively simple to use[comma] though i bought  macs for dummies[comma]  which is well worth $2,use,1
the laptop is very lightweight[comma] can easily carry around in a knapsack full of text books and it barely adds any weight.,weight,1
i got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,warranty,1
but the arm velcro is torn after one use.,arm velcro,-1
it has many great programs[comma] such as ilife[comma] iphotos and others.,iphotos,1
the speed is incredible and i am more than satisfied.,speed,1
i'm really impressed with the quality and performance for the price of the computer.,performance,1
dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,dell's customer disservice,-1
i love its solid build[comma] light wt and excellent battery life (for now).,wt,1
i bought a logitech desktop set in anticipation for using with the mbp[comma] but i use the touchpad 90% of the time.,touchpad,1
some features arent friendly ( volume wheel[comma] sound quality[comma] etc.,volume wheel,-1
the windows 7 starter is[comma] in my opinion[comma] a great way to think about using your netbook: basics[comma] basics[comma] basics.,windows 7 starter,1
but there's this application called boot camp which allows you to add another os x like windows.,application,0
while apple's saving grace is the fact that they at least stand behind their products[comma] and their support is great[comma] it would be nice if their products were more reliable to justify the premium.,support,1
i even got my teenage son one[comma] because of the features that it offers[comma] like[comma] ichat[comma] photobooth[comma] garage band and more!,garage band,1
_ toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another[comma] and i am not kidding you[comma] i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again[comma] since they make it sound like they don't have your history list of your calls right in front of them.,toshiba customer services,-1
the overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,1
i loved the netbook (minus the fact that it was windows os) until this started happening.,windows os,-1
comfterbale to use light easy to transport.,transport,1
needs power and mouse cable to plug in back instead of side[comma] in the way of operating a mouse in small area.,mouse,-1
mostly i love the drag and drop feature.,drag and drop feature,1
i bought this laptop because of the performance to price ratio.,performance,1
was searching online for a power supply when i found this site.,power supply,0
compared to similarly spec'd pcs[comma] this machine is good value[comma] well built and works easily right out of the box.,value,1
its ease of use and the top service from apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,use,1
very good quality and well made.,quality,1
of course[comma] i also have several great software packages that came for free including iwork[comma] garageband[comma] and imovie.,iwork,1
itunes is a handy music-management program[comma] and it is essential for anyone with an ipod.,itunes,1
the speed difference is next to nothing for a mac[comma] and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.,500gb external hard drive,0
this is likely due to poor grounding and isolation between the components[comma] and i'm hoping that it can be fixed with a ground loop isolator[comma] but i still expected better product quality for this price range.,ground loop isolator,0
with the upgraded memory[comma] the macbook pro never has an issue running many many applications at once!,running,1
because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,motherboard,0
the only drawback for me is how dirty the screen gets[comma] and rather quickly too.,screen,-1
the mac snow leopard o/s is extremely easy to use[comma] although very different than win xp[comma] visa or win7.,visa,0
that system is fixed.,system,0
setting would change for some reason[comma] the screen size would change on it's own[comma] like the pixel sizes and whatnot.,setting,-1
i have vista[comma] so i am unable to install and uninstall some programs.,uninstall,-1
it is short on space[comma] and downloads always had problems being completed[comma] or were said to be 'corrupted'.,downloads,-1
i had to call hp and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,-1
i run dreamweaver[comma] final cut pro 7[comma] photoshop[comma] safari[comma] firefox[comma] msn messenger and a few other applications constantly at the same time.,applications,0
other installed features[comma] such as certain printer software[comma] are also most attractive.,printer software,1
i run dreamweaver[comma] final cut pro 7[comma] photoshop[comma] safari[comma] firefox[comma] msn messenger and a few other applications constantly at the same time.,photoshop,0
( the ibook backup also uses a firewire connection).,ibook backup,0
but see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,updates,1
"laptop is advertised as a 15"" but the casing looks like that of a 17"".","17""",0
the brand of itunes has just become ingrained in our lexicon now[comma] but keep in mind that apple started it all.,itunes,1
its ease of use and the top service from apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,genius bar,1
the screen graphics and clarity[comma] and sharpness are great.,clarity,1
i connect a lacie 2big external drive via the firewire 800 interface[comma] which is useful for time machine.,lacie 2big external drive,0
_ also[comma] i have had alot of trouble with the shift key to go to other lines.,shift key,-1
we researched and found the best price at macconnection.,price,1
i called their repair depot as was told they would send me a new box to return the computer to the repair depot.,repair depot,0
good keyboard[comma] long battery life[comma] largest hard drive and windows 7.,battery life,1
overall[comma] this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.,design,1
everything from the design to the os is simple and to the point.,design,1
because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,hinge,-1
now for the hardware problems.,hardware,-1
i am most impressed with the programming[comma] including the iphoto.,iphoto,1
(i had been a windows/linux user before this) i love the size because the screen is big enough for what i use it for (internet[comma] artwork)[comma] and yet it is small enough to be reasonably portable.,windows,0
another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,left mouse key,-1
moral of the story:-do not buy anything from companies that do not respect their customers.,companies,-1
the graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,-1
the aspire wont even boot past the acer screen with a droid (i have tried both motorola and htc) plugged into the usb port.,acer screen,-1
_ worse[comma] for the price i could get a *netbook* that outperforms this machine.,price,-1
in_november my computer messed up entirely and wouldn't power on after intalling a windows update[comma] i had to have my hd flashed and lost everything on it[comma] including my school assignments and irriplaceable pictures that were only in digital format and several other things[comma] when this update was installed for some reason i was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.,windows update,0
i called their repair depot as was told they would send me a new box to return the computer to the repair depot.,repair depot,0
screen[comma] keyboard[comma] and mouse: if you cant see yourself spending the extra money to jump up to a mac the beautiful screen[comma] responsive island backlit keyboard[comma] and fun multi-touch mouse is worth the extra money to me alone.,keyboard,0
the only downfall is the volume control.,volume control,-1
the screen is nice[comma] side view angles are pretty good.,screen,1
"i was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,1
i love the multi-touch trackpad.,multi-touch trackpad,1
on my powerbook g4 i would never use the trackpad i would use an external mouse because i didn't like the trackpad.,external mouse,0
there is no cd drive on the computer[comma] which defeats the purpose of keeping files on a cd.,cd drive,-1
that included the extra sony sonic stage software[comma] the speakers and the subwoofer i got (that was worth the money)[comma] the bluetooth mouse for my supposedly bluetooth enabled computer[comma] the extended life battery and the docking port.,bluetooth enabled,-1
at first[comma] the computer seemed a great deal--seemingly high-end specs for a low[comma] low price.,price,1
i also purchased iwork to go with it which has programs for word processing[comma] spreadsheets[comma] and presentations (similar to microsoft office).,iwork,0
as a lifelong windows user[comma] i was extremely pleased to make the change to mac.,windows,-1
everything about the mac is not only visually appealing[comma] but very easy to use.,use,1
the keyboard is like no other laptop keyboard.,keyboard,0
this computer i used daily nice compact design.,design,1
all the things you can do with the trackpad make navigating around the computer and its programs so much simpler[comma] quicker[comma] and easier.,programs,1
_ i actually contact toshiba before i started having problem and was given run around after i supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,-1
the features are great[comma] the only thing it needs is better speakers.,features,1
after that i turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,0
great value[comma] fast delivery- computer works as if brand new[comma] no problems[comma] very pleased,delivery,1
but if you're willing to pay another 200 dollar for a windows disc.,windows disc,0
it had most of the features and all of the power that i wanted to replace my desktop machine.,features,1
"the macbook starts fast[comma] doesn't crash[comma] has a fantastic display[comma] is small and light (i have the 13.3"" model)[comma] and isn't always complaining about updates[comma] lost connections[comma] errors[comma] blue screens[comma] etc.",display,1
the battery holds up well[comma] it's built very solidly[comma] and runs fast.,battery,1
some features arent friendly ( volume wheel[comma] sound quality[comma] etc.,features,-1
apparently well-built and gorgeous to look at[comma] the i5 macbook pro is a winning combination of price and performance.,built,1
now the machine won't connect and toshiba says that they did replace the connection card in may but they only warranty the repair for 30 days and now i'm out of warranty even though this has been a constant 5 month occurance since i bought the netbook.,warranty,-1
all of the programs (keynote[comma] pages[comma] numbers) have an option to save your documents as microsoft compatible[comma] which really eliminates the need for the actual.,keynote,0
stopped booting up less than a week after my one-year warranty was up.,one-year warranty,0
the mac version of microsoft office is cheaper than buying the actual and works just as well.,mac version of microsoft office,1
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,network connection,-1
mac also has many apps and programs that are quite cheap or free.,programs,1
it is of high quality[comma] has a killer gui[comma] is extremely stable[comma] is highly expandable[comma] is bundled with lots of very good applications[comma] is easy to use[comma] and is absolutely gorgeous.,quality,1
this wiped out several programs that were installed on the computer when it was bought.,programs,-1
now i have the best of both worlds with all of the power and ease of the mac!,ease,1
i had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,0
next[comma] most acer laptop fans are on the bottom which is right on your laptop.,fans,0
i wish toshiba would allow their customers to select an option that only boots the os at setup and removes all the unnecessary stuff.,os,0
it is very well built.,built,1
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,video card,0
it's also very capable of doing moderate video editing (although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing).,performance,-1
the only downfall is a lot of the software i have won't work with mac and iwork is not worth the price of it.,price,-1
if what you need is a machine to do some surfing[comma] email checking[comma] word processing[comma] and watching a movie or two[comma] this is the machine you want.,word processing,0
like the price and operation.,price,1
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.",price,1
the only thing that isn't perfect about this netbook is the speakers[comma] they are not loud at all but i expected that.,speakers,-1
the first full charge of this battery got me only about 2 full hours.,battery,-1
suffice it to say[comma] my macbook pro keeps me going with its long battery life and blazing speed.,battery life,1
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,power,-1
either the computer is too slow to detect the keys typed (this is unlikely as i am a slow typist) or the keyboard simply does not detect the keys being typed.,keys,-1
this computer that i have has had issues with the keyboard where it lost half the keyboard functions.,keyboard,-1
tried to make a recovey disk wouldnt get passed the first recovery disk.,recovery disk,-1
previous laptops were pc's[comma] still have them[comma] but the mac osx is a clean and smooth operating system.,mac osx,1
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,-1
_ taking it back to best buy i found that a tiny plastic piece inside had broken (manuf issue).,manuf,-1
as a die-hard windows enthusiast[comma] i shunned the idea of a mac until this point.,windows,1
it is very easy for anyone to use an apple and specially the mcbook pro notebook.,use,1
the system it comes with does not work properly[comma] so when trying to fix the problems with it it started not working at all.,system,-1
"i just plug this into my 22"" monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core.","22"" monitor",0
most everything is fine with this machine: speed[comma] capacity[comma] build.,capacity,1
-called headquarters again[comma] they report that tft panel is broken[comma] should be fixed by the end of the week (week 3).,tft panel,-1
if you don't feel comfortable doing it yourself[comma] just buy the case and be happy[comma] plus it looks nice[comma] i bought the white one from best buy.,case,1
i charge it at night and skip taking the cord with me because of the good battery life.,cord,0
also[comma] the space bar makes a noisy click every time you use it.,space bar,-1
the games included are very good games.,games,0
i looked around and based off my price/features comparison from a brand i trusted i landed here.,price,0
the price premium is a little much[comma] but when you start looking at the features it is worth the added cash.,price premium,-1
the improvements to the os have been relatively gradual[comma] but substantive.,os,1
i wish iwork or ms office came with the mac[comma] but ms office doesn't even come with most pc laptops.,iwork,-1
temperatures on the outside were alright but i did not track in core processing unit temperatures.,core processing unit temperatures,0
with windows laptops a wireless mouse is an absolute must.,wireless mouse,0
battery is not upgradable to a longer life battery.,battery,-1
"this laptop looks great on the surface: 17"" inch screen[comma] good  price-point[comma] nice appearance[comma] boots up quickly[comma] runs fast etc.",price-point,1
it played various games without problems and ran aero smoothly and flawlessly.,games,0
this is not a serious gaming laptop or a serious media machine;,gaming,-1
i loaded windows 7 via bootcamp and it works flawlessly!,windows 7,1
fast[comma] great visual!,visual,1
it does not even have the software to play a dvd now.,software,-1
you can find many laptops with the same performance and even better with lower price[comma] but you cannot find the look[comma] easy[comma] applications[comma] and the experience in mac.,applications,1
not to mention[comma] the battery life is absolutely amazing.,battery life,1
it is absolutely horrible to use[comma] despite all its so called advanced features.,features,-1
after about a week i finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,-1
the switchable graphic card is pretty sweet when you want gaming on the laptop.,gaming,0
i upgraded the memory and replaced the base windows 7 starter to win 7 home[comma] and it runs just fine.,runs,1
a great computer for light home use and business use.,business use,1
we love the size of the screen[comma] although it is still lightweight and very easy to tote around.,size of the screen,1
whenever tried to turn it on[comma] it would restart as soon as the bios launched windows (or winblows[comma] as i like ot call it).,bios,-1
my friend just had to replace his entire motherboard[comma] so did my wife[comma] and it looks like i will have to as well.,motherboard,-1
graphics are clean and sharp[comma] internet interfaces are seamless.,graphics,1
only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor (such as works for windows)[comma] but iwork is cheap compared to office.,iwork,1
returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in)[comma] buttons not working and usb ports inoperative.,buttons,-1
not only are the versions of these programs able to be saved[comma] worked on and opened on both a pc and mac[comma] the versions of these programs on a mac are graphically and functionally superior.,programs,1
i have vista[comma] so i am unable to install and uninstall some programs.,install,-1
it's fast[comma] it's easy easy easy to set up[comma] easy to hook to my wireless network.,hook to my wireless network,1
it has plenty of memory[comma] lots of hard drive[comma] and great graphics.,memory,1
this is a nicely sized laptop with lots of processing power and long battery life.,battery life,1
_ then i've fixed the dc jack (inside the unit)[comma] rewired the dc jack to the outside of the laptop[comma] replaced the power brick.,dc jack,0
you can't even get a satellite card which is why i bought to begin with.,satellite card,-1
i also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,-1
_ we have had numerous problems with vista[comma] such as adobe flash player just quits and has to be uninstalled and then reinsalled[comma] internet explore just quits and you lose whatever you were working on[comma] also[comma] the same windows update has appeared on this computer since we got it and has been updated probably 400 times[comma] the same update.,internet explore,-1
 computer crashed frequently and battery life decreased very quickly.,battery life,-1
then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running.,charger,-1
the battery life was supposed to be 6 hours[comma] but even if i ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.,battery,-1
the real stand out on this computer is the feel of the keyboard and it's speed.,keyboard,1
the only downfall is a lot of the software i have won't work with mac and iwork is not worth the price of it.,software,-1
but sitting on a lap or on a desk in front of you it looks more than big enough (this could be because im used to my lenovo 10 tablet now) plus this is a great size if i want to unplug the external keyboard[comma] mouse[comma] and monitor to take it with me when i take photos and video.,mouse,0
pay attention to the specs if you want these options.,specs,0
(the sata controller is the motherboard chip that lets the cpu talk to the hard drive.),cpu,0
there are several programs for school or office use (pages[comma] numbers[comma] keynote[comma] etc.)[comma] music (garageband)[comma] photo management (photo booth[comma] iphoto)[comma] video-editing or movie-making (imovie)[comma] etc.,imovie,0
the internet capabilities are also very strong and picks up signals very easily.,internet capabilities,1
